Role,Seed,VTR,mean_IntVal,Hist_-1_-0.9,Hist_-0.9_-0.8,Hist_-0.8_-0.7,Hist_-0.7_-0.6,Hist_-0.6_-0.5,Hist_-0.5_-0.4,Hist_-0.4_-0.3,Hist_-0.3_-0.2,Hist_-0.2_-0.1,Hist_-0.1_0,Hist_0_0.1,Hist_0.1_0.2,Hist_0.2_0.3,Hist_0.3_0.4,Hist_0.4_0.5,Hist_0.5_0.6,Hist_0.6_0.7,Hist_0.7_0.8,Hist_0.8_0.9,Hist_0.9_1
H,2.0,0.06,0.265048,0,0,0,0,0,0,0,0,0,5,13,97,132,126,27,0,0,0,0,0
S,19.0,0.17,-0.000305229,0,0,0,0,0,0,0,0,0,366,34,0,0,0,0,0,0,0,0,0
S,8.0,0.18,-4.27982e-06,0,0,0,0,0,0,0,0,0,384,16,0,0,0,0,0,0,0,0,0
H,16.0,0.06,0.278444,0,0,0,0,0,0,0,3,5,10,25,88,70,79,114,6,0,0,0,0
S,1.0,0.14,0.00011686,0,0,0,0,0,0,0,0,0,369,31,0,0,0,0,0,0,0,0,0
H,4.0,0.17,0.0615488,0,0,0,0,0,0,0,5,23,101,151,65,35,10,10,0,0,0,0,0
S,7.0,0.17,-0.000153602,0,0,0,0,0,0,0,0,0,397,3,0,0,0,0,0,0,0,0,0
S,13.0,0.19,0.000298676,0,0,0,0,0,0,0,0,0,355,45,0,0,0,0,0,0,0,0,0
S,19.0,0.07,1.6015e-05,0,0,0,0,0,0,0,0,0,399,1,0,0,0,0,0,0,0,0,0
S,11.0,0.06,0.00055796,0,0,0,0,0,0,0,0,0,375,25,0,0,0,0,0,0,0,0,0
H,3.0,0.15,-0.167978,0,0,0,0,4,83,74,67,17,11,55,69,20,0,0,0,0,0,0,0
S,7.0,0.09,1.66208e-05,0,0,0,0,0,0,0,0,0,394,6,0,0,0,0,0,0,0,0,0
H,17.0,0.16,-0.133296,0,0,0,0,0,36,28,53,115,74,72,22,0,0,0,0,0,0,0,0
H,16.0,0.11,-0.22294,0,0,0,0,1,34,77,167,49,28,24,20,0,0,0,0,0,0,0,0
S,11.0,0.18,-0.000512323,0,0,0,0,0,0,0,0,0,364,36,0,0,0,0,0,0,0,0,0
S,11.0,0.02,-0.000255946,0,0,0,0,0,0,0,0,0,376,24,0,0,0,0,0,0,0,0,0
H,1.0,0.01,-0.0115126,0,0,0,0,0,1,72,137,145,199,173,103,66,78,23,3,0,0,0,0
S,18.0,0.15,-0.000123431,0,0,0,0,0,0,0,0,0,370,30,0,0,0,0,0,0,0,0,0
H,9.0,0.08,-0.126724,0,0,0,0,0,19,32,55,93,150,50,1,0,0,0,0,0,0,0,0
H,1.0,0.19,-0.067575,0,0,0,0,0,0,20,25,77,173,97,8,0,0,0,0,0,0,0,0
H,8.0,0.0,0.0428563,0,0,0,0,2,28,26,44,21,27,34,89,46,73,10,0,0,0,0,0
S,20.0,0.16,-0.000224439,0,0,0,0,0,0,0,0,0,389,11,0,0,0,0,0,0,0,0,0
S,12.0,0.09,4.78869e-05,0,0,0,0,0,0,0,0,0,384,16,0,0,0,0,0,0,0,0,0
H,15.0,0.03,0.180607,0,0,0,0,0,12,12,25,14,11,65,19,76,97,69,0,0,0,0,0
H,18.0,0.09,-0.189273,0,0,0,0,0,8,50,122,134,83,3,0,0,0,0,0,0,0,0,0
S,3.0,0.05,8.07291e-05,0,0,0,0,0,0,0,0,0,394,6,0,0,0,0,0,0,0,0,0
H,8.0,0.1,0.124403,0,0,0,0,0,0,6,40,23,10,40,122,109,46,4,0,0,0,0,0
S,19.0,0.2,0.000184225,0,0,0,0,0,0,0,0,0,349,51,0,0,0,0,0,0,0,0,0
H,20.0,0.19,0.160666,0,0,0,0,0,0,0,0,8,29,64,160,112,15,12,0,0,0,0,0
S,5.0,0.13,5.68939e-05,0,0,0,0,0,0,0,0,0,374,26,0,0,0,0,0,0,0,0,0
S,18.0,0.16,-0.000448028,0,0,0,0,0,0,0,0,0,380,20,0,0,0,0,0,0,0,0,0
S,8.0,0.11,-0.000193729,0,0,0,0,0,0,0,0,0,381,19,0,0,0,0,0,0,0,0,0
S,2.0,0.02,-0.000107661,0,0,0,0,0,0,0,0,0,388,12,0,0,0,0,0,0,0,0,0
S,2.0,0.17,4.03626e-05,0,0,0,0,0,0,0,0,0,365,35,0,0,0,0,0,0,0,0,0
S,10.0,0.1,-9.47628e-05,0,0,0,0,0,0,0,0,0,384,16,0,0,0,0,0,0,0,0,0
H,5.0,0.18,-0.105696,0,0,0,0,0,4,73,133,40,2,37,55,47,9,0,0,0,0,0,0
S,1.0,0.07,0.00014812,0,0,0,0,0,0,0,0,0,371,29,0,0,0,0,0,0,0,0,0
H,20.0,0.03,-0.210463,0,0,0,0,0,18,81,153,61,47,35,5,0,0,0,0,0,0,0,0
H,20.0,0.14,0.0861494,0,0,0,0,0,1,20,32,14,20,85,93,115,18,2,0,0,0,0,0
S,14.0,0.13,-8.7264e-05,0,0,0,0,0,0,0,0,0,381,19,0,0,0,0,0,0,0,0,0
H,12.0,0.1,-0.206231,0,0,0,0,2,47,61,78,118,71,18,2,3,0,0,0,0,0,0,0
S,16.0,0.04,-1.55625e-05,0,0,0,0,0,0,0,0,0,391,9,0,0,0,0,0,0,0,0,0
S,3.0,0.2,-4.32266e-05,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
S,17.0,0.07,-0.000273549,0,0,0,0,0,0,0,0,0,385,15,0,0,0,0,0,0,0,0,0
S,15.0,0.15,-0.00023692,0,0,0,0,0,0,0,0,0,376,24,0,0,0,0,0,0,0,0,0
S,10.0,0.11,-8.35356e-05,0,0,0,0,0,0,0,0,0,390,10,0,0,0,0,0,0,0,0,0
S,12.0,0.07,8.00561e-05,0,0,0,0,0,0,0,0,0,395,5,0,0,0,0,0,0,0,0,0
S,4.0,0.18,-9.2891e-05,0,0,0,0,0,0,0,0,0,375,25,0,0,0,0,0,0,0,0,0
S,13.0,0.15,0.000251776,0,0,0,0,0,0,0,0,0,366,34,0,0,0,0,0,0,0,0,0
H,13.0,0.04,-0.114617,0,0,0,0,1,25,58,48,73,100,61,0,6,13,15,0,0,0,0,0
H,10.0,0.19,-0.0549209,0,0,0,0,0,17,2,14,115,123,65,57,7,0,0,0,0,0,0,0
H,1.0,0.0,-0.157821,0,0,0,0,3,44,66,74,93,59,10,12,0,22,17,0,0,0,0,0
H,13.0,0.13,0.187155,0,0,0,0,0,0,0,0,8,11,94,103,91,83,10,0,0,0,0,0
S,18.0,0.08,-4.98891e-05,0,0,0,0,0,0,0,0,0,394,6,0,0,0,0,0,0,0,0,0
H,4.0,0.08,0.231536,0,0,0,0,0,0,0,0,3,29,34,90,112,102,26,4,0,0,0,0
H,7.0,0.15,0.0928532,0,0,0,0,0,0,0,0,0,56,201,82,48,8,5,0,0,0,0,0
H,17.0,0.04,0.170477,0,0,0,0,0,0,0,5,11,63,46,94,81,73,26,1,0,0,0,0
S,14.0,0.04,1.2461e-05,0,0,0,0,0,0,0,0,0,399,1,0,0,0,0,0,0,0,0,0
H,14.0,0.17,0.109098,0,0,0,0,0,10,8,27,72,25,54,40,52,18,94,0,0,0,0,0
S,17.0,0.16,9.11171e-05,0,0,0,0,0,0,0,0,0,393,7,0,0,0,0,0,0,0,0,0
H,17.0,0.12,0.0637121,0,0,0,0,0,0,0,15,56,93,47,90,84,13,2,0,0,0,0,0
H,9.0,0.19,0.204811,0,0,0,0,0,0,0,0,8,17,64,83,118,103,7,0,0,0,0,0
S,8.0,0.14,3.23789e-05,0,0,0,0,0,0,0,0,0,395,5,0,0,0,0,0,0,0,0,0
S,16.0,0.08,0.000353047,0,0,0,0,0,0,0,0,0,375,25,0,0,0,0,0,0,0,0,0
S,17.0,0.18,-0.000122657,0,0,0,0,0,0,0,0,0,362,38,0,0,0,0,0,0,0,0,0
S,8.0,0.12,3.64748e-06,0,0,0,0,0,0,0,0,0,373,27,0,0,0,0,0,0,0,0,0
H,19.0,0.15,0.193867,0,0,0,0,0,0,0,0,0,20,69,121,119,53,18,0,0,0,0,0
S,17.0,0.1,-3.40386e-05,0,0,0,0,0,0,0,0,0,364,36,0,0,0,0,0,0,0,0,0
S,8.0,0.16,0.00014762,0,0,0,0,0,0,0,0,0,387,13,0,0,0,0,0,0,0,0,0
S,5.0,0.17,0.000132678,0,0,0,0,0,0,0,0,0,372,28,0,0,0,0,0,0,0,0,0
S,14.0,0.07,-8.58077e-05,0,0,0,0,0,0,0,0,0,399,1,0,0,0,0,0,0,0,0,0
H,6.0,0.16,0.00812281,0,0,0,0,0,20,37,2,31,80,68,114,35,13,0,0,0,0,0,0
H,17.0,0.09,-0.166998,0,0,0,0,0,6,62,108,90,87,41,6,0,0,0,0,0,0,0,0
H,8.0,0.04,0.385504,0,0,0,0,0,0,0,0,0,0,0,0,51,167,178,4,0,0,0,0
H,15.0,0.16,-0.166664,0,0,0,0,0,11,101,109,66,31,24,25,33,0,0,0,0,0,0,0
S,2.0,0.09,0.000204327,0,0,0,0,0,0,0,0,0,363,37,0,0,0,0,0,0,0,0,0
S,4.0,0.06,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
H,16.0,0.15,0.0394595,0,0,0,0,0,0,5,24,56,92,50,91,76,6,0,0,0,0,0,0
H,15.0,0.06,0.0686815,0,0,0,0,1,8,17,74,33,33,14,35,114,39,27,5,0,0,0,0
H,19.0,0.08,0.0300116,0,0,0,0,0,0,0,0,45,116,139,63,29,8,0,0,0,0,0,0
H,6.0,0.0,0.162582,0,0,0,0,0,0,0,5,14,32,38,140,125,41,5,0,0,0,0,0
S,14.0,0.06,-6.09712e-05,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
H,17.0,0.2,0.0231803,0,0,0,0,0,0,0,72,75,47,63,50,48,38,7,0,0,0,0,0
H,3.0,0.03,-0.287109,0,0,0,0,2,80,141,90,50,25,0,5,7,0,0,0,0,0,0,0
S,9.0,0.19,-3.16177e-05,0,0,0,0,0,0,0,0,0,357,43,0,0,0,0,0,0,0,0,0
S,3.0,0.06,4.96553e-05,0,0,0,0,0,0,0,0,0,395,5,0,0,0,0,0,0,0,0,0
S,16.0,0.06,-0.000369617,0,0,0,0,0,0,0,0,0,381,19,0,0,0,0,0,0,0,0,0
H,8.0,0.15,-0.0296679,0,0,0,0,0,0,40,76,65,21,84,42,41,28,3,0,0,0,0,0
H,8.0,0.05,-0.0346144,0,0,0,0,0,0,1,25,92,136,102,30,14,0,0,0,0,0,0,0
S,11.0,0.03,-7.00657e-05,0,0,0,0,0,0,0,0,0,396,4,0,0,0,0,0,0,0,0,0
S,2.0,0.12,0.000238156,0,0,0,0,0,0,0,0,0,359,41,0,0,0,0,0,0,0,0,0
H,2.0,0.18,0.0481301,0,0,0,0,0,8,48,62,15,8,30,69,115,39,6,0,0,0,0,0
S,13.0,0.05,-2.65713e-05,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
H,17.0,0.13,-0.0833523,0,0,0,0,1,13,26,72,85,68,64,51,11,9,0,0,0,0,0,0
S,7.0,0.03,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
H,14.0,0.02,-0.0592381,0,0,0,0,0,6,30,88,65,43,70,50,45,3,0,0,0,0,0,0
S,14.0,0.09,0.000104382,0,0,0,0,0,0,0,0,0,397,3,0,0,0,0,0,0,0,0,0
H,15.0,0.19,-0.0999669,0,0,0,0,0,28,27,19,119,123,39,23,21,1,0,0,0,0,0,0
H,9.0,0.12,-0.315058,0,0,0,0,12,61,172,85,67,3,0,0,0,0,0,0,0,0,0,0
S,10.0,0.06,0.000191562,0,0,0,0,0,0,0,0,0,389,11,0,0,0,0,0,0,0,0,0
H,5.0,0.07,0.166601,0,0,0,0,0,0,0,0,25,34,73,54,161,36,17,0,0,0,0,0
H,6.0,0.2,-0.282262,0,0,0,0,0,56,119,138,78,9,0,0,0,0,0,0,0,0,0,0
S,5.0,0.1,0.000269223,0,0,0,0,0,0,0,0,0,370,30,0,0,0,0,0,0,0,0,0
H,12.0,0.17,0.0115525,0,0,0,0,0,0,0,25,65,107,119,45,28,8,3,0,0,0,0,0
S,2.0,0.14,0.000139513,0,0,0,0,0,0,0,0,0,386,14,0,0,0,0,0,0,0,0,0
H,12.0,0.05,0.137783,0,0,0,0,0,0,0,0,9,77,101,56,97,41,17,2,0,0,0,0
H,12.0,0.09,-0.0423629,0,0,0,0,0,10,30,33,75,135,34,11,24,47,1,0,0,0,0,0
S,6.0,0.15,0.000145463,0,0,0,0,0,0,0,0,0,365,35,0,0,0,0,0,0,0,0,0
H,2.0,0.17,0.118029,0,0,0,0,0,0,0,0,12,54,155,115,6,11,45,2,0,0,0,0
S,15.0,0.02,-6.55984e-05,0,0,0,0,0,0,0,0,0,396,4,0,0,0,0,0,0,0,0,0
H,3.0,0.04,0.201665,0,0,0,0,0,0,0,1,13,33,17,91,178,41,26,0,0,0,0,0
H,6.0,0.02,0.050709,0,0,0,0,0,0,12,94,58,9,20,19,126,62,0,0,0,0,0,0
S,5.0,0.19,-0.000416688,0,0,0,0,0,0,0,0,0,358,42,0,0,0,0,0,0,0,0,0
H,8.0,0.2,-0.00770765,0,0,0,0,0,14,51,23,29,50,107,57,46,23,0,0,0,0,0,0
S,1.0,0.2,-5.50015e-05,0,0,0,0,0,0,0,0,0,365,35,0,0,0,0,0,0,0,0,0
S,16.0,0.09,6.46529e-05,0,0,0,0,0,0,0,0,0,366,34,0,0,0,0,0,0,0,0,0
S,13.0,0.18,6.74954e-05,0,0,0,0,0,0,0,0,0,373,27,0,0,0,0,0,0,0,0,0
S,7.0,0.05,-7.37291e-05,0,0,0,0,0,0,0,0,0,379,21,0,0,0,0,0,0,0,0,0
H,2.0,0.19,0.225894,0,0,0,0,0,0,0,0,17,16,28,104,95,99,40,1,0,0,0,0
H,2.0,0.1,0.0326951,0,0,0,0,0,0,10,7,18,142,90,99,34,0,0,0,0,0,0,0
H,16.0,0.2,0.0778425,0,0,0,0,0,8,17,19,56,42,13,122,72,50,1,0,0,0,0,0
S,6.0,0.12,4.4348e-05,0,0,0,0,0,0,0,0,0,375,25,0,0,0,0,0,0,0,0,0
S,9.0,0.05,0.000149242,0,0,0,0,0,0,0,0,0,370,30,0,0,0,0,0,0,0,0,0
S,10.0,0.09,-1.58145e-05,0,0,0,0,0,0,0,0,0,389,11,0,0,0,0,0,0,0,0,0
H,15.0,0.0,-0.0637734,0,0,0,0,2,62,31,17,51,37,80,76,32,12,0,0,0,0,0,0
H,18.0,0.19,0.0545177,0,0,0,0,0,0,0,0,32,99,124,108,37,0,0,0,0,0,0,0
H,9.0,0.16,0.0857871,0,0,0,0,0,3,24,21,28,52,89,66,33,46,37,1,0,0,0,0
S,9.0,0.15,-8.97884e-05,0,0,0,0,0,0,0,0,0,385,15,0,0,0,0,0,0,0,0,0
S,10.0,0.13,8.29648e-05,0,0,0,0,0,0,0,0,0,361,39,0,0,0,0,0,0,0,0,0
H,19.0,0.14,0.0499555,0,0,0,0,0,0,21,48,48,34,81,62,49,28,29,0,0,0,0,0
S,1.0,0.18,0.000545274,0,0,0,0,0,0,0,0,0,368,32,0,0,0,0,0,0,0,0,0
