Role,Seed,VTR,mean_IntVal,Hist_-1_-0.9,Hist_-0.9_-0.8,Hist_-0.8_-0.7,Hist_-0.7_-0.6,Hist_-0.6_-0.5,Hist_-0.5_-0.4,Hist_-0.4_-0.3,Hist_-0.3_-0.2,Hist_-0.2_-0.1,Hist_-0.1_0,Hist_0_0.1,Hist_0.1_0.2,Hist_0.2_0.3,Hist_0.3_0.4,Hist_0.4_0.5,Hist_0.5_0.6,Hist_0.6_0.7,Hist_0.7_0.8,Hist_0.8_0.9,Hist_0.9_1
H,19.0,1.0,0.472398,0,0,0,0,0,0,0,0,0,0,2,66,48,64,36,35,76,22,47,4
S,8.0,0.6,0.301508,0,0,0,0,0,0,0,0,0,0,0,0,129,155,0,0,0,0,0,0
S,16.0,0.1,-0.977296,229,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,15.0,1.0,0.823686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,74,41,131,134
S,11.0,0.8,0.319477,0,0,0,0,0,0,0,0,0,0,0,3,128,154,31,4,0,0,0,0
H,14.0,0.1,-0.517547,0,0,1,25,223,144,7,0,0,0,0,0,0,0,0,0,0,0,0,0
S,13.0,0.1,-0.958956,180,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,12.0,0.3,0.270982,0,0,0,0,0,0,0,0,0,0,0,0,145,29,0,0,0,0,0,0
S,6.0,0.9,0.92586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,73,256
H,20.0,0.0,-0.485728,0,0,0,26,134,195,43,2,0,0,0,0,0,0,0,0,0,0,0,0
S,5.0,1.0,0.810656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,135,101,92
S,8.0,1.0,0.419001,0,0,0,0,0,0,0,0,0,0,0,0,94,208,34,4,11,4,5,40
H,20.0,0.2,0.806958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,52,135,147,64
H,4.0,0.7,0.742981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,83,42,58,77,106
S,19.0,0.7,0.297386,0,0,0,0,0,0,0,0,0,0,0,2,155,149,6,0,0,0,0,0
S,6.0,0.6,0.315078,0,0,0,0,0,0,0,0,0,0,0,0,137,113,29,0,0,0,0,0
H,13.0,0.7,0.873939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,69,138,179
S,5.0,0.8,0.323212,0,0,0,0,0,0,0,0,0,0,0,8,97,182,45,0,0,0,0,0
H,14.0,0.8,0.620837,0,0,0,0,0,0,0,0,0,0,0,0,0,2,113,98,80,40,29,38
H,18.0,0.2,0.330715,0,0,0,0,0,0,0,0,0,0,9,38,137,91,84,41,0,0,0,0
S,18.0,0.8,0.352809,0,0,0,0,0,0,0,0,0,0,0,4,129,84,109,11,0,0,0,0
H,3.0,0.7,0.890773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,48,129,213
S,8.0,0.4,0.271258,0,0,0,0,0,0,0,0,0,0,0,3,136,64,0,0,0,0,0,0
S,10.0,0.5,0.312449,0,0,0,0,0,0,0,0,0,0,0,2,116,60,38,0,0,0,0,0
H,15.0,0.8,0.661066,0,0,0,0,0,0,0,0,0,0,0,0,3,22,85,54,35,94,69,38
S,18.0,0.1,-0.965229,215,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,15.0,0.4,0.249812,0,0,0,0,0,0,0,0,0,0,0,10,189,20,0,0,0,0,0,0
S,17.0,0.4,0.247551,0,0,0,0,0,0,0,0,0,0,0,11,168,17,0,0,0,0,0,0
S,11.0,0.9,0.529593,0,0,0,0,0,0,0,0,0,0,0,1,20,23,85,143,73,26,0,0
S,12.0,0.1,-0.961512,204,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,10.0,1.0,0.900249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,173,203
S,4.0,0.6,0.291917,0,0,0,0,0,0,0,0,0,0,0,2,157,93,7,0,0,0,0,0
H,5.0,0.4,0.583661,0,0,0,0,0,0,0,0,0,0,0,0,2,55,88,90,68,47,35,15
S,18.0,0.0,-0.978177,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,19.0,0.0,-0.497987,0,0,0,28,166,181,24,1,0,0,0,0,0,0,0,0,0,0,0,0
H,3.0,0.0,-0.495626,0,0,0,9,160,226,5,0,0,0,0,0,0,0,0,0,0,0,0,0
S,13.0,0.2,0.238239,0,0,0,0,0,0,0,0,0,0,0,18,118,9,0,0,0,0,0,0
H,4.0,0.4,0.782702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,102,74,77,106
H,11.0,0.2,0.28824,0,0,0,0,0,0,0,0,0,4,71,63,40,104,84,34,0,0,0,0
H,1.0,0.3,0.893638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,55,105,225
S,1.0,0.5,0.2935,0,0,0,0,0,0,0,0,0,0,0,0,135,74,10,0,0,0,0,0
H,15.0,0.1,-0.468235,0,0,0,0,127,217,51,5,0,0,0,0,0,0,0,0,0,0,0,0
S,3.0,0.6,0.305257,0,0,0,0,0,0,0,0,0,0,0,4,113,161,0,0,0,0,0,0
H,3.0,0.1,-0.50827,0,0,3,37,200,126,32,2,0,0,0,0,0,0,0,0,0,0,0,0
H,17.0,0.0,-0.485819,0,0,0,14,160,188,37,1,0,0,0,0,0,0,0,0,0,0,0,0
S,15.0,0.2,0.274556,0,0,0,0,0,0,0,0,0,0,0,8,114,46,0,0,0,0,0,0
S,8.0,0.2,0.258517,0,0,0,0,0,0,0,0,0,0,0,14,125,35,0,0,0,0,0,0
S,6.0,0.7,0.303649,0,0,0,0,0,0,0,0,0,0,0,3,120,171,8,0,0,0,0,0
H,9.0,0.2,0.648461,0,0,0,0,0,0,0,0,0,1,6,11,11,17,70,118,16,0,24,126
H,12.0,0.7,0.512212,0,0,0,0,0,0,0,0,0,0,0,5,45,74,104,55,30,45,35,7
H,4.0,1.0,0.502734,0,0,0,0,0,0,0,0,0,0,15,8,13,43,103,109,85,24,0,0
H,11.0,0.1,-0.474737,0,0,0,11,137,194,58,0,0,0,0,0,0,0,0,0,0,0,0,0
H,5.0,0.0,-0.49416,0,0,0,17,162,208,13,0,0,0,0,0,0,0,0,0,0,0,0,0
H,19.0,0.6,0.182012,0,0,0,0,0,0,0,0,0,0,45,221,104,30,0,0,0,0,0,0
S,16.0,0.0,-0.973317,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,16.0,0.4,0.286615,0,0,0,0,0,0,0,0,0,0,0,7,92,62,11,0,0,0,0,0
S,5.0,0.5,0.270683,0,0,0,0,0,0,0,0,0,0,0,7,167,47,0,0,0,0,0,0
H,17.0,0.3,0.50889,0,0,0,0,0,0,0,0,0,0,0,0,0,47,182,81,63,25,2,0
H,10.0,0.4,0.677444,0,0,0,0,0,0,0,0,0,0,0,0,0,9,68,11,129,91,84,8
H,7.0,0.7,0.874075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,75,145,175
H,12.0,0.6,0.606422,0,0,0,0,0,0,0,0,0,0,71,9,1,9,25,9,69,118,20,69
H,2.0,0.4,0.451842,0,0,0,0,0,0,0,0,0,0,0,16,46,82,105,86,44,21,0,0
H,17.0,0.1,-0.482506,0,0,0,20,131,217,30,2,0,0,0,0,0,0,0,0,0,0,0,0
S,4.0,0.7,0.325737,0,0,0,0,0,0,0,0,0,0,0,1,133,120,56,1,0,0,0,0
H,7.0,0.3,0.260244,0,0,0,0,0,0,0,0,0,2,64,21,133,160,20,0,0,0,0,0
S,5.0,0.0,-0.985702,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,14.0,0.7,0.34798,0,0,0,0,0,0,0,0,0,0,0,0,55,177,45,0,0,0,0,0
S,20.0,0.8,0.352435,0,0,0,0,0,0,0,0,0,0,0,1,80,134,96,0,0,0,0,0
H,6.0,0.1,-0.498526,0,0,0,8,180,202,10,0,0,0,0,0,0,0,0,0,0,0,0,0
S,17.0,0.9,0.341318,0,0,0,0,0,0,0,0,0,0,0,1,146,125,78,12,2,0,0,0
S,16.0,0.2,0.240174,0,0,0,0,0,0,0,0,0,0,0,9,108,4,0,0,0,0,0,0
H,13.0,0.4,0.33615,0,0,0,0,0,0,0,0,0,0,6,17,128,179,28,31,11,0,0,0
H,11.0,0.0,-0.479852,0,0,0,12,168,162,58,0,0,0,0,0,0,0,0,0,0,0,0,0
S,3.0,0.9,0.416491,0,0,0,0,0,0,0,0,0,0,0,1,65,115,96,73,19,0,0,0
H,15.0,1.0,0.583739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,196,115,34,0,0
H,16.0,0.1,-0.491866,0,0,0,12,157,206,25,0,0,0,0,0,0,0,0,0,0,0,0,0
S,5.0,0.4,0.255371,0,0,0,0,0,0,0,0,0,0,0,3,190,10,0,0,0,0,0,0
H,3.0,0.5,0.572832,0,0,0,0,0,0,0,0,0,0,0,0,0,10,161,105,46,19,45,14
H,19.0,0.1,-0.488152,0,0,0,22,140,213,25,0,0,0,0,0,0,0,0,0,0,0,0,0
S,3.0,0.8,0.370813,0,0,0,0,0,0,0,0,0,0,0,2,57,158,86,24,0,0,0,0
H,12.0,0.0,-0.498652,0,0,3,62,122,152,60,1,0,0,0,0,0,0,0,0,0,0,0,0
S,15.0,0.9,0.444787,0,0,0,0,0,0,0,0,0,0,0,2,34,92,142,38,37,12,0,0
S,4.0,0.2,-0.961758,222,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,9.0,0.9,0.31756,0,0,0,0,0,0,0,0,0,0,17,49,148,87,40,52,5,2,0,0
S,17.0,0.0,-0.968463,182,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,9.0,1.0,0.419277,0,0,0,0,0,0,0,0,0,1,6,0,31,164,95,74,29,0,0,0
S,7.0,0.1,-0.971431,214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,15.0,0.9,0.428664,0,0,0,0,0,0,0,0,0,0,1,37,51,84,76,89,62,0,0,0
H,11.0,0.4,0.600394,0,0,0,0,0,0,0,0,0,0,0,0,5,1,119,99,78,41,41,16
S,20.0,0.1,-0.971058,210,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,6.0,0.4,0.701746,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,34,81,106,107,21
H,1.0,0.4,0.396629,0,0,0,0,0,0,0,0,0,0,0,0,53,154,144,49,0,0,0,0
S,9.0,0.7,0.311385,0,0,0,0,0,0,0,0,0,0,0,1,174,64,48,5,0,0,0,0
H,2.0,0.3,0.399572,0,0,0,0,0,0,0,0,0,0,0,2,44,160,132,53,9,0,0,0
S,4.0,0.0,-0.980684,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,2.0,0.9,0.34392,0,0,0,0,0,0,0,0,0,0,0,3,129,147,55,29,0,0,0,0
H,16.0,0.7,0.295206,0,0,0,0,0,0,0,0,0,2,96,135,50,47,0,0,0,1,33,36
H,8.0,0.6,0.824592,0,0,0,0,0,0,0,0,0,0,0,2,0,7,15,44,35,24,60,213
H,17.0,0.7,0.713639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,163,121,53,26
S,14.0,0.2,0.285062,0,0,0,0,0,0,0,0,0,0,0,0,81,35,0,0,0,0,0,0
H,4.0,0.8,0.768967,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,32,27,119,138,55
S,15.0,0.0,-0.968959,180,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,12.0,0.2,0.30502,0,0,0,0,0,0,0,0,0,0,0,0,90,54,18,0,0,0,0,0
H,14.0,0.3,0.511343,0,0,0,0,0,0,0,0,0,0,0,0,1,52,124,144,72,7,0,0
H,11.0,0.7,0.52366,0,0,0,0,0,0,0,0,0,0,15,22,25,77,84,27,34,43,53,20
H,19.0,0.5,0.737192,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,66,96,74,42,96
H,2.0,0.7,0.761334,0,0,0,0,0,0,0,0,0,0,0,0,28,10,14,17,28,48,189,66
H,20.0,1.0,0.317471,0,0,0,0,0,0,0,0,0,4,42,121,71,47,18,12,56,29,0,0
S,12.0,0.9,0.432484,0,0,0,0,0,0,0,0,0,0,0,2,39,126,99,55,31,12,0,0
S,18.0,1.0,0.855459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,47,185,131
S,2.0,0.6,0.342051,0,0,0,0,0,0,0,0,0,0,0,0,49,181,28,0,0,0,0,0
H,5.0,1.0,0.672591,0,0,0,0,0,0,0,0,0,0,0,7,28,11,15,16,124,114,40,45
S,9.0,0.2,0.264853,0,0,0,0,0,0,0,0,0,0,0,4,112,35,0,0,0,0,0,0
S,7.0,0.8,0.346626,0,0,0,0,0,0,0,0,0,0,0,2,74,193,57,3,0,0,0,0
H,13.0,0.8,0.656564,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,91,174,88,25,5
S,11.0,0.5,0.282111,0,0,0,0,0,0,0,0,0,0,0,2,166,73,6,0,0,0,0,0
H,7.0,0.5,0.580133,0,0,0,0,0,0,0,0,0,0,1,32,59,10,40,69,29,50,79,31
S,12.0,0.0,-0.965851,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,9.0,0.4,0.34415,0,0,0,0,0,0,0,0,0,0,0,0,39,114,22,0,0,0,0,0
H,11.0,0.9,0.829292,0,0,0,0,0,0,0,0,0,0,0,8,12,17,0,3,15,29,125,191
S,1.0,0.3,0.326546,0,0,0,0,0,0,0,0,0,0,0,0,67,105,28,0,0,0,0,0
S,20.0,0.6,0.269107,0,0,0,0,0,0,0,0,0,0,0,8,186,70,0,0,0,0,0,0
S,7.0,0.5,0.258005,0,0,0,0,0,0,0,0,0,0,0,4,203,30,5,0,0,0,0,0
H,4.0,0.0,-0.486116,0,0,0,5,191,164,35,5,0,0,0,0,0,0,0,0,0,0,0,0
S,8.0,0.1,-0.97241,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,8.0,0.3,0.272637,0,0,0,0,0,0,0,0,0,0,0,5,116,40,0,0,0,0,0,0
H,14.0,0.7,0.554822,0,0,0,0,0,0,0,0,0,0,0,0,17,26,109,154,31,16,41,6
H,13.0,1.0,0.667774,0,0,0,0,0,0,0,0,0,0,13,9,11,0,18,77,129,42,9,92
S,7.0,0.0,-0.970454,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,11.0,0.6,0.53589,0,0,0,0,0,0,0,0,0,0,0,1,31,67,66,82,112,3,16,22
S,17.0,0.3,0.251183,0,0,0,0,0,0,0,0,0,0,0,8,151,7,0,0,0,0,0,0
S,11.0,0.7,0.450243,0,0,0,0,0,0,0,0,0,0,0,0,2,45,202,34,3,0,0,0
S,3.0,1.0,0.582983,0,0,0,0,0,0,0,0,0,0,0,0,1,10,70,108,190,16,2,3
S,1.0,1.0,0.830697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,145,121,111
S,18.0,0.5,0.282673,0,0,0,0,0,0,0,0,0,0,0,10,143,90,2,0,0,0,0,0
S,4.0,0.1,-0.965876,207,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,3.0,0.9,0.400716,0,0,0,0,0,0,0,0,0,0,35,36,66,54,66,72,51,20,0,0
S,15.0,0.3,0.286033,0,0,0,0,0,0,0,0,0,0,0,3,99,48,2,0,0,0,0,0
H,7.0,0.8,0.566372,0,0,0,0,0,0,0,0,0,0,6,28,62,70,14,44,21,35,29,91
S,13.0,0.8,0.364105,0,0,0,0,0,0,0,0,0,0,0,1,96,115,76,38,0,0,0,0
H,1.0,0.1,-0.485847,0,0,0,8,149,212,31,0,0,0,0,0,0,0,0,0,0,0,0,0
H,10.0,0.2,0.498323,0,0,0,0,0,0,0,0,0,0,0,21,24,96,65,87,58,13,22,14
S,2.0,0.0,-0.972294,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,14.0,0.1,-0.97332,196,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,2.0,0.8,0.217435,0,0,0,0,0,0,0,0,0,3,86,152,65,25,23,45,1,0,0,0
S,1.0,0.6,0.271688,0,0,0,0,0,0,0,0,0,0,0,5,225,44,8,0,0,0,0,0
S,10.0,0.3,0.28634,0,0,0,0,0,0,0,0,0,0,0,9,105,51,18,0,0,0,0,0
S,7.0,0.3,0.292519,0,0,0,0,0,0,0,0,0,0,0,2,98,41,4,0,0,0,0,0
H,19.0,0.3,0.177211,0,0,0,0,0,0,0,0,0,9,65,181,101,39,5,0,0,0,0,0
H,4.0,0.6,0.675692,0,0,0,0,0,0,0,0,0,0,0,28,58,11,0,2,54,73,94,80
S,17.0,0.5,0.273369,0,0,0,0,0,0,0,0,0,0,0,11,152,59,0,0,0,0,0,0
H,7.0,0.1,-0.482353,0,0,0,11,138,222,27,2,0,0,0,0,0,0,0,0,0,0,0,0
S,13.0,0.9,0.472906,0,0,0,0,0,0,0,0,0,0,0,0,30,92,97,73,38,20,7,0
H,17.0,0.9,0.832199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,149,110,118
H,13.0,0.2,0.540136,0,0,0,0,0,0,0,0,0,0,0,19,41,45,57,91,42,49,56,0
S,14.0,1.0,0.785912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,86,47,35,73,149
S,3.0,0.3,0.28027,0,0,0,0,0,0,0,0,0,0,0,0,119,58,0,0,0,0,0,0
H,18.0,0.6,0.434105,0,0,0,0,0,0,0,0,0,0,25,60,62,21,15,75,140,2,0,0
S,11.0,0.1,-0.969333,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,17.0,0.2,0.26256,0,0,0,0,0,0,0,0,0,0,0,5,95,27,0,0,0,0,0,0
S,7.0,0.2,0.280345,0,0,0,0,0,0,0,0,0,0,0,3,108,56,0,0,0,0,0,0
S,9.0,0.8,0.293868,0,0,0,0,0,0,0,0,0,0,0,9,183,106,4,17,0,0,0,0
S,11.0,0.0,-0.973473,189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,14.0,0.8,0.412702,0,0,0,0,0,0,0,0,0,0,0,0,27,118,123,56,1,0,0,0
H,5.0,0.2,0.307048,0,0,0,0,0,0,0,0,0,1,15,75,79,130,99,1,0,0,0,0
H,6.0,0.3,0.706042,0,0,0,0,0,0,0,0,0,0,16,48,8,22,7,3,2,72,74,148
H,9.0,0.6,0.304808,0,0,0,0,0,0,0,0,0,0,0,36,152,173,39,0,0,0,0,0
H,20.0,0.1,-0.488797,0,0,0,6,185,157,52,0,0,0,0,0,0,0,0,0,0,0,0,0
S,17.0,0.7,0.299008,0,0,0,0,0,0,0,0,0,0,0,3,158,118,17,0,0,0,0,0
H,18.0,0.4,0.223735,0,0,0,0,0,0,0,0,0,2,52,88,156,95,7,0,0,0,0,0
S,1.0,0.4,0.285806,0,0,0,0,0,0,0,0,0,0,0,7,96,84,1,0,0,0,0,0
S,20.0,0.2,0.290777,0,0,0,0,0,0,0,0,0,0,0,6,77,74,0,0,0,0,0,0
H,9.0,0.8,0.531014,0,0,0,0,0,0,0,0,0,0,0,0,16,59,96,95,85,35,14,0
S,18.0,0.2,0.246543,0,0,0,0,0,0,0,0,0,0,0,4,112,4,0,0,0,0,0,0
S,11.0,1.0,0.893391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,119,217
S,10.0,0.7,0.320221,0,0,0,0,0,0,0,0,0,0,0,3,104,161,25,0,0,0,0,0
H,8.0,0.5,0.913147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,144,238
H,2.0,1.0,0.84088,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,12,23,93,98,164
H,7.0,0.4,0.786101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,58,148,135,45
S,6.0,0.8,0.349599,0,0,0,0,0,0,0,0,0,0,0,0,92,133,102,0,0,0,0,0
H,14.0,0.4,0.360079,0,0,0,0,0,0,0,0,0,4,52,67,37,86,17,55,66,16,0,0
S,19.0,0.3,0.383943,0,0,0,0,0,0,0,0,0,0,0,0,18,49,52,11,0,0,0,0
S,20.0,0.7,0.300286,0,0,0,0,0,0,0,0,0,0,0,2,159,151,6,0,0,0,0,0
H,18.0,0.0,-0.497456,0,0,0,10,179,205,6,0,0,0,0,0,0,0,0,0,0,0,0,0
H,18.0,1.0,0.674575,0,0,0,0,0,0,0,0,0,0,0,0,2,14,73,44,70,65,125,7
H,4.0,0.1,-0.503384,0,0,0,25,199,152,24,0,0,0,0,0,0,0,0,0,0,0,0,0
H,5.0,0.5,0.297281,0,0,0,0,0,0,0,0,0,0,0,45,188,124,25,18,0,0,0,0
S,19.0,0.0,-0.974092,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,8.0,0.5,0.347907,0,0,0,0,0,0,0,0,0,0,0,3,44,185,30,0,0,0,0,0
S,1.0,0.9,0.38393,0,0,0,0,0,0,0,0,0,0,0,4,96,102,103,56,6,0,0,0
H,7.0,0.2,0.852178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,48,49,76,204
S,16.0,0.7,0.317648,0,0,0,0,0,0,0,0,0,0,0,1,126,121,27,11,0,0,0,0
H,6.0,0.7,0.776503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,89,155,93,55
H,13.0,0.1,-0.517251,0,0,2,42,180,167,9,0,0,0,0,0,0,0,0,0,0,0,0,0
S,6.0,0.1,-0.97697,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,16.0,0.4,0.33743,0,0,0,0,0,0,0,0,0,0,3,32,128,125,83,23,6,0,0,0
H,2.0,0.2,0.77874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,93,130,108,56
H,6.0,0.8,0.645762,0,0,0,0,0,0,0,0,0,0,0,21,75,25,4,1,38,92,71,73
H,11.0,0.5,0.697669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,171,199,5,0
H,19.0,0.8,0.39129,0,0,0,0,0,0,0,0,0,0,27,59,49,98,20,73,64,9,1,0
H,18.0,0.5,0.7018,0,0,0,0,0,0,0,0,0,0,0,0,8,8,21,65,79,96,99,24
H,10.0,0.5,0.47807,0,0,0,0,0,0,0,0,0,0,0,8,12,76,142,96,53,13,0,0
S,15.0,0.6,0.312303,0,0,0,0,0,0,0,0,0,0,0,0,125,125,20,0,0,0,0,0
H,10.0,0.8,0.582136,0,0,0,0,0,0,0,0,0,0,0,0,7,35,61,81,142,73,1,0
S,6.0,0.4,0.278512,0,0,0,0,0,0,0,0,0,0,0,9,138,76,0,0,0,0,0,0
S,15.0,0.8,0.423536,0,0,0,0,0,0,0,0,0,0,0,0,24,76,192,38,1,0,0,0
S,9.0,0.9,0.374758,0,0,0,0,0,0,0,0,0,0,0,0,67,169,102,30,0,0,0,0
